id,confirmation_code,duration,start_date,end_date,crackdown,issue,funding,Q1.2,Q1.3,favor_humanitarian,favor_human_rights,favor_development,donate_likely,amount_donate,amount_keep,amount_why,give_charity,volunteer,political_knowledge,ideology,education,religiosity,Q3.8,gender,gender_other,income,age,attention1_correct,attention2_correct,check1,check2,donate_likely_bin,favor_humanitarian_bin,favor_human_rights_bin,favor_development_bin,give_charity_3,give_charity_2,political_knowledge_bin,ideology_3,ideology_bin,education_bin,religiosity_bin,income_clean,income_bin,age_bin,gender_bin
R_shcavekcFUZj7fH,4554331,130,2018-03-22T18:39:28Z,2018-03-22T18:41:38Z,No crackdown,Human rights,Private,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Neither likely nor unlikely,10,90,"Feel like I should donate something, but I believe in saving as much money as I can in case of emergency.",Once a month,Yes,Some of the time,"Independent, leaning conservative",Graduate or professional degree,Never,Blue,Male,,"$100,000 – $149,999",35 – 44,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,At least once a month,At least once a year,Often,Conservative,Not liberal,BA and above,Rarely,"$100,000 – $149,999","At least $50,000 – $59,999",At least 35 – 44,Not Female
R_OeSww53keZFdRqV,7835572,290,2018-03-22T18:38:22Z,2018-03-22T18:43:12Z,Crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Very favorable,Favorable,Very favorable,Somewhat likely,40,60,"I need money, but I'd like to help feed and take care of those in need.",Once a month,Yes,Most of the time,Independent,4 year degree,Once a week,Blue,Male,,"$80,000 – $89,999",45 – 54,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,At least once a month,At least once a year,Often,Independent,Not liberal,BA and above,At least once a month,"$80,000 – $89,999","At least $50,000 – $59,999",At least 35 – 44,Not Female
R_1CJB7rd9LIqj8go,2913004,85,2018-03-22T18:43:49Z,2018-03-22T18:45:14Z,No crackdown,Human rights,Government,Yes,"Green,Yellow",Neutral,Neutral,Neutral,Extremely unlikely,0,100,Because I have a daughter to take care of.,Never,No,Hardly at all,Independent,4 year degree,Never,Blue,Female,,"$70,000 – $79,999",25 – 34,TRUE,TRUE,Correct,Correct,Not likely,Not favorable,Not favorable,Not favorable,Rarely,Rarely,Not often,Independent,Not liberal,BA and above,Rarely,"$70,000 – $79,999","At least $50,000 – $59,999",Less than 35 – 44,Female
R_3JquIA1gJAKGybb,3495598,217,2018-03-22T18:41:39Z,2018-03-22T18:45:17Z,No crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat unlikely,20,80,"While I do not necessarily want to keep the money for myself, I prefer to donate to local nonprofit organizations versus international ones.",Once every three months,Yes,Some of the time,"Independent, leaning liberal",4 year degree,A few times a year,Blue,Female,,"$30,000 – $39,999",45 – 54,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"$30,000 – $39,999","Less than $50,000 – $59,999",At least 35 – 44,Female
R_1gj3W8fr4SPLtMa,1601194,298,2018-03-22T18:42:04Z,2018-03-22T18:47:03Z,No crackdown,Human rights,Private,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat unlikely,0,100,I'm too poor to donate anything.,Once every few years,Yes,Only now and then,Conservative,2 year degree,Never,Blue,Female,,"$10,000 – $19,999",65 – 74,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Rarely,Rarely,Not often,Conservative,Not liberal,No BA,Rarely,"$10,000 – $19,999","Less than $50,000 – $59,999",At least 35 – 44,Female
R_2fHtVxhAybvrv9U,4325174,245,2018-03-22T18:45:17Z,2018-03-22T18:49:22Z,Crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Extremely likely,5,95,"Right now I'm young, and don't have that much money.  I'm saving for college as well.  When I'm older, graduated, and have a nice job, I'll give bigger donations more regularly to charity.",Once every three months,Yes,Most of the time,Strong liberal,2 year degree,Seldom,Blue,Female,,"$30,000 – $39,999",18 – 24,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,No BA,Rarely,"$30,000 – $39,999","Less than $50,000 – $59,999",Less than 35 – 44,Female
R_1rra8fa1ZGPz8BG,277057,212,2018-03-22T18:46:29Z,2018-03-22T18:50:02Z,No crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Very unfavorable,Very unfavorable,Very unfavorable,Somewhat likely,20,80,not sure about IRC never heard of them,Once a month,No,Some of the time,"Independent, leaning liberal",Some college,Never,Blue,Female,,"$40,000 – $49,999",25 – 34,TRUE,TRUE,Correct,Correct,Likely,Not favorable,Not favorable,Not favorable,At least once a month,At least once a year,Often,Liberal,Liberal,No BA,Rarely,"$40,000 – $49,999","Less than $50,000 – $59,999",Less than 35 – 44,Female
R_2TLD4UYoC6trBKC,7313653,143,2018-03-22T18:48:06Z,2018-03-22T18:50:29Z,Crackdown,Human rights,Private,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat likely,50,50,If I had $100 i believe in sharing 50/50,Once every three months,Yes,Most of the time,Liberal,2 year degree,Never,Blue,Female,,"$30,000 – $39,999",75 – 84,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,No BA,Rarely,"$30,000 – $39,999","Less than $50,000 – $59,999",At least 35 – 44,Female
R_2YgFfCDLAqMPEia,479208,98,2018-03-22T18:49:01Z,2018-03-22T18:50:39Z,No crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,50,50,I would like to donate to other charities as well.,Once every six months,No,Only now and then,Independent,4 year degree,Never,Blue,Male,,"More than $150,000",35 – 44,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Not often,Independent,Not liberal,BA and above,Rarely,"More than $150,000","At least $50,000 – $59,999",At least 35 – 44,Not Female
R_2CWERQDfNlsnd4g,2468647,173,2018-03-22T18:50:42Z,2018-03-22T18:53:35Z,Crackdown,Human rights,Government,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Neither likely nor unlikely,0,100,I don't know anything about them beyond what is stated here.  I would need to research them and their actual record of delivering relief.,Once a month,Yes,Most of the time,Conservative,4 year degree,Seldom,Blue,Male,,Prefer not to say,45 – 54,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,At least once a month,At least once a year,Often,Conservative,Not liberal,BA and above,Rarely,,,At least 35 – 44,Not Female
R_323nqI7c7OR49Sx,4843231,252,2018-03-22T18:50:33Z,2018-03-22T18:54:45Z,Crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat likely,72,28,Because if I have extra funds I want to save some for a rainy day and donate some because the cause is a worthy one.,Once every three months,Yes,Some of the time,"Independent, leaning conservative",4 year degree,Once a week,Blue,Male,,"$20,000 – $29,999",55 – 64,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Conservative,Not liberal,BA and above,At least once a month,"$20,000 – $29,999","Less than $50,000 – $59,999",At least 35 – 44,Not Female
R_3CTMIkSwwWMwc9B,4138009,152,2018-03-22T18:52:37Z,2018-03-22T18:55:10Z,Crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Neutral,Unfavorable,Neutral,Neither likely nor unlikely,18,82,Need more information on the charity before making a decision,Once a year,Yes,Only now and then,Conservative,Some college,Once a week,Blue,Female,,"$70,000 – $79,999",45 – 54,TRUE,TRUE,Correct,Correct,Not likely,Not favorable,Not favorable,Not favorable,Once a month-once a year,At least once a year,Not often,Conservative,Not liberal,No BA,At least once a month,"$70,000 – $79,999","At least $50,000 – $59,999",At least 35 – 44,Female
R_25GvhPM3AUsancE,6174611,257,2018-03-22T18:51:26Z,2018-03-22T18:55:43Z,No crackdown,Human rights,Government,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat likely,10,90,Because i wanted to start donating small and watch how the organization is behaving then i would decide to donate more or not in the future.,Once a year,No,Most of the time,"Independent, leaning liberal",Some college,Once a week,Blue,Male,,"$100,000 – $149,999",25 – 34,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,No BA,At least once a month,"$100,000 – $149,999","At least $50,000 – $59,999",Less than 35 – 44,Not Female
R_3DyrA9d86fy61jP,4954743,780,2018-03-22T18:43:31Z,2018-03-22T18:56:32Z,Crackdown,Human rights,Private,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,40,60,I feel like $40 is enough for a one time donation. I will donate again later.,Once a month,Yes,Most of the time,Strong liberal,High school graduate,A few times a year,Blue,Male,,"$20,000 – $29,999",35 – 44,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,At least once a month,At least once a year,Often,Liberal,Liberal,No BA,Rarely,"$20,000 – $29,999","Less than $50,000 – $59,999",At least 35 – 44,Not Female
R_22LlbdGWTxGOHTh,6632456,113,2018-03-22T18:54:53Z,2018-03-22T18:56:46Z,No crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat likely,40,60,"I do not know much about this organization, so i would start smaller",Once every six months,Yes,Most of the time,Liberal,Graduate or professional degree,Seldom,Blue,Female,,"$60,000 – $69,999",25 – 34,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"$60,000 – $69,999","At least $50,000 – $59,999",Less than 35 – 44,Female
R_1eEnZTmzMAux2ko,3372469,120,2018-03-22T18:56:06Z,2018-03-22T18:58:07Z,No crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Neither likely nor unlikely,10,90,10% is a good donation,Once a year,No,Some of the time,"Independent, leaning conservative",4 year degree,Seldom,Blue,Male,,"More than $150,000",35 – 44,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Conservative,Not liberal,BA and above,Rarely,"More than $150,000","At least $50,000 – $59,999",At least 35 – 44,Not Female
R_3LZnIs8mi9k689q,3388255,216,2018-03-22T18:57:37Z,2018-03-22T19:01:13Z,Crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Favorable,Very favorable,Very favorable,Extremely likely,100,0,I would donate the money because I need to do my part to contribute to the world. I would not keep any of the money because I feel like this is a good cause to donate to.,Once a year,Yes,Most of the time,"Independent, leaning liberal",4 year degree,Once or twice a month,Blue,Female,,"$10,000 – $19,999",35 – 44,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,BA and above,At least once a month,"$10,000 – $19,999","Less than $50,000 – $59,999",At least 35 – 44,Female
R_2CZhlErZh0r7MDb,4914339,328,2018-03-22T18:56:51Z,2018-03-22T19:02:20Z,Crackdown,Human rights,Government,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,42,58,"I have a lot of debt from medical expenses, it would be wrong for me to give more than I would apply to get myself out of debt.",Once a month,No,Most of the time,Strong liberal,4 year degree,Never,Blue,Female,,"$10,000 – $19,999",25 – 34,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,At least once a month,At least once a year,Often,Liberal,Liberal,BA and above,Rarely,"$10,000 – $19,999","Less than $50,000 – $59,999",Less than 35 – 44,Female
R_2zqF3GKUvcB5lXs,5661523,654,2018-03-22T18:51:51Z,2018-03-22T19:02:46Z,No crackdown,Human rights,Private,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Neither likely nor unlikely,0,100,that's not really something I want to support,Once every three months,No,Hardly at all,Conservative,Some college,Never,Blue,Female,,"$60,000 – $69,999",25 – 34,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Not often,Conservative,Not liberal,No BA,Rarely,"$60,000 – $69,999","At least $50,000 – $59,999",Less than 35 – 44,Female
R_1CqdeWbj3JeyVmv,835925,266,2018-03-22T18:59:20Z,2018-03-22T19:03:46Z,Crackdown,Human rights,Government,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Extremely unlikely,50,50,"It's a 50/50 split.  While it is extra money, I still like to keep extra money around for emergencies.  This seems fair and even.",Never,No,Only now and then,Independent,High school graduate,Seldom,Blue,Female,,"$100,000 – $149,999",25 – 34,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Rarely,Rarely,Not often,Independent,Not liberal,No BA,Rarely,"$100,000 – $149,999","At least $50,000 – $59,999",Less than 35 – 44,Female
R_uqxh25Axl83P3wZ,3304472,352,2018-03-22T19:02:46Z,2018-03-22T19:08:39Z,Crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat unlikely,15,85,"I'm unaware of what the company's procedures are or how they act as a company, due to this I can't donate a big amount right off the bat.",Once a year,No,Hardly at all,Liberal,2 year degree,Once a week,Blue,Male,,"$30,000 – $39,999",25 – 34,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Not often,Liberal,Liberal,No BA,At least once a month,"$30,000 – $39,999","Less than $50,000 – $59,999",Less than 35 – 44,Not Female
R_0TK3Sv7O3Hdfvhf,5430061,131,2018-03-22T19:07:44Z,2018-03-22T19:09:55Z,No crackdown,Humanitarian assistance,Private,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Extremely unlikely,10,90,"I'm sorry, but I'm far enough on bills (and working on Turks after a full day of work) that I'm keeping most of it",Once every few years,No,Some of the time,"Independent, leaning liberal",4 year degree,Seldom,Blue,Male,,"$70,000 – $79,999",45 – 54,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Favorable,Favorable,Rarely,Rarely,Often,Liberal,Liberal,BA and above,Rarely,"$70,000 – $79,999","At least $50,000 – $59,999",At least 35 – 44,Not Female
R_3M3bs1HGykal3k4,7442070,243,2018-03-22T19:12:00Z,2018-03-22T19:16:03Z,Crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Very favorable,Very favorable,Favorable,Somewhat likely,40,60,"I would want to donate to help, but at the same time I can't really trust that my money is actually going to help people or if it's just going to fund somebody's pocket.",Once every few years,No,Only now and then,"Independent, leaning conservative",High school graduate,Never,Blue,Female,,"Less than $10,000",35 – 44,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Rarely,Rarely,Not often,Conservative,Not liberal,No BA,Rarely,"Less than $10,000","Less than $50,000 – $59,999",At least 35 – 44,Female
R_2dmv0PAeWi4SM3H,7948572,100,2018-03-22T19:14:33Z,2018-03-22T19:16:14Z,No crackdown,Humanitarian assistance,Government,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat likely,10,90,I donate more to animal conservation,Once every three months,No,Some of the time,Strong liberal,High school graduate,Never,Blue,Female,,"$20,000 – $29,999",18 – 24,TRUE,TRUE,Correct,Correct,Likely,Favorable,Favorable,Favorable,Once a month-once a year,At least once a year,Often,Liberal,Liberal,No BA,Rarely,"$20,000 – $29,999","Less than $50,000 – $59,999",Less than 35 – 44,Female
R_31WQfOR2bNzrwhg,922409,77,2018-03-22T19:18:09Z,2018-03-22T19:19:27Z,No crackdown,Human rights,Private,Yes,"Green,Yellow",Very favorable,Neutral,Neutral,Extremely unlikely,0,100,I am not a fan of this organizations work,Once a year,Yes,Most of the time,Conservative,Some college,Never,Blue,Male,,"$10,000 – $19,999",18 – 24,TRUE,TRUE,Correct,Correct,Not likely,Favorable,Not favorable,Not favorable,Once a month-once a year,At least once a year,Often,Conservative,Not liberal,No BA,Rarely,"$10,000 – $19,999","Less than $50,000 – $59,999",Less than 35 – 44,Not Female
R_1gCs0Tj1xlOGcsG,974492,196,2018-03-22T19:20:47Z,2018-03-22T19:24:04Z,No crackdown,Human rights,Government,Yes,"Green,Yellow",Neutral,Favorable,Favorable,Neither likely nor unlikely,54,46,I would donate half because it's a good cause and I would keep half to help pay my bills,Never,No,Hardly at all,Independent,Some college,Seldom,Blue,Female,,"$20,000 – $29,999",25 – 34,TRUE,TRUE,Correct,Correct,Not likely,Not favorable,Favorable,Favorable,Rarely,Rarely,Not often,Independent,Not liberal,No BA,Rarely,"$20,000 – $29,999","Less than $50,000 – $59,999",Less than 35 – 44,Female
R_5cHW4jIy62BUPnP,2642248,195,2018-03-22T19:21:05Z,2018-03-22T19:24:20Z,Crackdown,Human rights,Private,Yes,"Green,Yellow",Neutral,Unfavorable,Favorable,Extremely likely,48,52,I need for my own stuff and helping is good too,Once every six months,No,Most of the time,Very conservative,Some college,More than once a week,Blue,Male,,"Less than $10,000",35 – 44,TRUE,TRUE,Correct,Correct,Likely,Not favorable,Not favorable,Favorable,Once a month-once a year,At least once a year,Often,Conservative,Not liberal,No BA,At least once a month,"Less than $10,000","Less than $50,000 – $59,999",At least 35 – 44,Not Female
