StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1.2,Q1.3,Q2.1_1,Q2.1_2,Q2.1_3,Q2.3,Q2.4_1,Q2.4_2,Q2.5,Q3.2,Q3.3,Q3.4,Q3.5,Q3.6,Q3.7,Q3.8,Q3.9,Q3.9_4_TEXT,Q3.10,Q3.11,mTurkCode,crackdown,issue,funding
2018-03-22 20:01:07,2018-03-22 20:04:35,IP Address,173.63.10.203,100,207,True,2018-03-22 20:04:37,R_38a8WbBlEqWFXfX,,,,,40.751602172852,-74.12020111084,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Neither likely nor unlikely,32,68,I do not know enough about this organization and their allocation of their funds,Once every three months,Yes,Only now and then,Liberal,2 year degree,Seldom,Blue,Female,,"$90,000 – $99,999",25 – 34,252931,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,government donors
2018-03-22 20:02:31,2018-03-22 20:05:30,IP Address,74.102.104.52,100,178,True,2018-03-22 20:05:30,R_1QAzbzXVbUJsOID,,,,,40.825897216797,-74.107902526855,anonymous,EN,Yes,"Green,Yellow",Favorable,Very favorable,Very favorable,Neither likely nor unlikely,9,91,"I see Brigham Young which I believe is a Mormon school/foundation. I also see Romney. I am not sure I would want to give a lot of support, if at all because I don't support those beliefs and how the donated money will be managed.",Once a year,No,Some of the time,Liberal,4 year degree,Seldom,Blue,Female,,"More than $150,000",18 – 24,3468226,.,human rights for refugees,"individual, private donors"
2018-03-22 20:05:00,2018-03-22 20:07:12,IP Address,107.77.215.183,100,131,True,2018-03-22 20:07:12,R_2rDfy5qM7io7b2S,,,,,26.122299194336,-80.143402099609,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Neither likely nor unlikely,54,46,"It seems like a good amount ",Once a month,Yes,Some of the time,"Independent, leaning liberal",4 year degree,Never,Blue,Female,,"$20,000 – $29,999",25 – 34,3642963,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,government donors
2018-03-22 20:04:37,2018-03-22 20:07:39,IP Address,71.213.190.183,100,182,True,2018-03-22 20:07:40,R_3n8eVqIso82iJaf,,,,,40.807693481445,-81.972999572754,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat unlikely,50,50,"I may want to give half to a cause I feel even more support for.  ",Once a week,Yes,Some of the time,"Independent, leaning conservative",2 year degree,Once a week,Blue,Male,,"$50,000 – $59,999",45 – 54,8489531,.,humanitarian assistance for refugees,"individual, private donors"
2018-03-22 20:04:26,2018-03-22 20:07:57,IP Address,70.118.192.164,100,210,True,2018-03-22 20:07:58,R_9zDou4Ep9QS5o2d,,,,,39.295593261719,-94.98030090332,anonymous,EN,Yes,"Green,Yellow",Very favorable,Favorable,Favorable,Somewhat likely,25,75,"If I had that much extra money, I'd probably buy something for myself on Amazon as well as donate some.
",Once a week,Yes,Some of the time,Very conservative,2 year degree,More than once a week,Blue,Female,,"$80,000 – $89,999",45 – 54,1341375,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,"individual, private donors"
2018-03-22 20:06:39,2018-03-22 20:08:57,IP Address,75.118.173.144,100,138,True,2018-03-22 20:08:57,R_z8aZMDkFtC1C8Tf,,,,,40.085296630859,-82.975196838379,anonymous,EN,Yes,"Green,Yellow",Favorable,Very favorable,Very favorable,Extremely likely,30,70,I need money badly right now,Once every three months,No,Only now and then,Liberal,4 year degree,Never,Blue,Female,,"$30,000 – $39,999",25 – 34,3717972,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,"individual, private donors"
2018-03-22 20:07:47,2018-03-22 20:10:30,IP Address,172.56.41.82,100,162,True,2018-03-22 20:10:30,R_3szyNp3AstEI9QE,,,,,36.221206665039,-115.16850280762,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Somewhat unlikely,75,25,"If it was extra, I would love the opportunity to help out a non-profit organization in areas which I feel would help people. Like wise, I have very little money and would use the rest to get a few things I need.",Once every few years,No,Some of the time,Liberal,4 year degree,Never,Blue,Female,,"Less than $10,000",35 – 44,7374685,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,"individual, private donors"
2018-03-22 20:05:46,2018-03-22 20:11:20,IP Address,68.105.135.112,100,333,True,2018-03-22 20:11:20,R_12SjQ96M30v3LbI,,,,,32.879501342773,-111.7574005127,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Favorable,Somewhat unlikely,10,90,I would need more information about the refugees in question.  The amount I would donate seems like a good starting point.  I could use the 90 for my expenses.,Once every six months,No,Only now and then,"Independent, leaning conservative",Some college,Seldom,Blue,Female,,"$30,000 – $39,999",45 – 54,2178902,.,humanitarian assistance for refugees,government donors
2018-03-22 20:07:55,2018-03-22 20:11:49,IP Address,73.173.6.150,100,234,True,2018-03-22 20:11:50,R_25BJlHNK5LbAM1Y,,,,,39.432907104492,-76.293098449707,anonymous,EN,Yes,"Green,Yellow",Very favorable,Neutral,Favorable,Neither likely nor unlikely,0,100,"I would keep it all right now, I have very limited funds and don't have enough to really get by on.",Never,No,Some of the time,Independent,Some college,Seldom,Blue,Female,,"$30,000 – $39,999",45 – 54,1508315,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,government donors
2018-03-22 20:10:22,2018-03-22 20:12:28,IP Address,100.37.250.240,100,126,True,2018-03-22 20:12:29,R_6WN45TZa0yAIZwd,,,,,40.876693725586,-73.905601501465,anonymous,EN,Yes,"Green,Yellow",Neutral,Neutral,Neutral,Extremely unlikely,0,100,"There are enough problems within the US, why help refugees?",Never,No,Only now and then,"Independent, leaning liberal",4 year degree,Never,Blue,Male,,"$100,000 – $149,999",35 – 44,6901429,.,humanitarian assistance for refugees,"individual, private donors"
2018-03-22 20:08:34,2018-03-22 20:12:38,IP Address,172.58.35.162,100,243,True,2018-03-22 20:12:38,R_3iWra8EASS7Dwa4,,,,,37.991195678711,-121.80979919434,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat unlikely,10,90,"I think it is nit my business to take care of refugees. I pay my taxes so that my government could take care of that type of situations, it is not fair to play with citizen feelings.",Once every few years,No,Only now and then,Liberal,4 year degree,Seldom,Blue,Male,,"$50,000 – $59,999",45 – 54,473370,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,government donors
2018-03-22 20:10:51,2018-03-22 20:13:49,IP Address,75.190.103.2,100,178,True,2018-03-22 20:13:49,R_1gO9tk4cd4U1LWy,,,,,35.493392944336,-80.56909942627,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Neither likely nor unlikely,10,90,I'm always skeptical that the money actually goes to what it says it is. I rather donate directly to the people in need whenever possible.,Once a year,No,Some of the time,Independent,Graduate or professional degree,Once or twice a month,Blue,Female,,"$70,000 – $79,999",25 – 34,5201442,.,human rights for refugees,"individual, private donors"
2018-03-22 20:10:46,2018-03-22 20:13:59,IP Address,99.126.73.82,100,192,True,2018-03-22 20:13:59,R_33eY3vjFkVJsO6y,,,,,32.369400024414,-96.787300109863,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Neither likely nor unlikely,50,50,I would donate half the amount and put the other half in savings for a rainy day.,Once a year,Yes,Most of the time,Liberal,Some college,Once or twice a month,Blue,Male,,"$80,000 – $89,999",45 – 54,4260160,.,human rights for refugees,government donors
2018-03-22 20:12:16,2018-03-22 20:15:58,IP Address,199.241.148.37,100,222,True,2018-03-22 20:15:58,R_1r0xgGLpncvdhTH,,,,,37.324401855469,-114.53910064697,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Very favorable,Somewhat likely,50,50,I'd give away half of the extra and keep the other half for household needs.,Once a month,Yes,Most of the time,Conservative,4 year degree,A few times a year,Blue,Female,,"$50,000 – $59,999",45 – 54,2159609,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,"individual, private donors"
2018-03-22 20:12:03,2018-03-22 20:18:01,IP Address,97.73.80.212,100,357,True,2018-03-22 20:18:02,R_1ISGv38MsJDkHAP,,,,,37.751007080078,-97.821998596191,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Neither likely nor unlikely,25,75,I would only donate this amount because it is an organization I do not know much about and I would keep the remaining money or donate it to an organization I know more about.,Once every three months,No,Some of the time,Conservative,High school graduate,Once or twice a month,Blue,Female,,"$20,000 – $29,999",45 – 54,9469457,.,humanitarian assistance for refugees,"individual, private donors"
2018-03-22 20:12:22,2018-03-22 20:18:08,IP Address,67.45.32.25,100,345,True,2018-03-22 20:18:08,R_27wBOFVAwxws9zW,,,,,32.559906005859,-82.818397521973,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Neither likely nor unlikely,15,85,I don't know enough about this organization to donate more.  If I knew more I would donate more (or less) depending on what I found out.,Once a year,Yes,Most of the time,"Independent, leaning liberal",4 year degree,Once or twice a month,Blue,Female,,"$60,000 – $69,999",25 – 34,6284835,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,"individual, private donors"
2018-03-22 20:17:46,2018-03-22 20:19:16,IP Address,66.216.254.100,100,89,True,2018-03-22 20:19:17,R_1jljiiD7Mdyx6fl,,,,,44.746795654297,-93.202102661133,anonymous,EN,Yes,"Green,Yellow",Neutral,Neutral,Neutral,Somewhat likely,22,78,"I don’t have a lot to spare ",Once every three months,Yes,Most of the time,"Independent, leaning conservative",4 year degree,A few times a year,Blue,Male,,"$60,000 – $69,999",45 – 54,7509410,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,government donors
2018-03-22 20:18:20,2018-03-22 20:20:22,IP Address,107.128.144.22,100,121,True,2018-03-22 20:20:22,R_po9bGsv5tjJtpjr,,,,,38.251693725586,-85.765403747559,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat likely,16,84,seems like it's enough to help but not enough to hurt me,Once a week,Yes,Some of the time,Liberal,4 year degree,A few times a year,Blue,Male,,"$30,000 – $39,999",25 – 34,8742118,.,humanitarian assistance for refugees,government donors
2018-03-22 20:20:16,2018-03-22 20:21:43,IP Address,99.17.45.160,100,87,True,2018-03-22 20:21:44,R_3KrOxZuYTpQY3uc,,,,,35.233001708984,-97.412200927734,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Extremely likely,60,40,"I would donate that amount because I am fortunate to be in the position I am in, and others need assistance.",Once every three months,No,Most of the time,Strong liberal,4 year degree,A few times a year,Blue,Male,,"$80,000 – $89,999",25 – 34,264765,.,human rights for refugees,"individual, private donors"
2018-03-22 20:21:12,2018-03-22 20:23:50,IP Address,47.214.180.17,100,157,True,2018-03-22 20:23:50,R_1KlEPylLOAm0080,,,,,34.643798828125,-92.978797912598,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Neither likely nor unlikely,0,100,I don't know enough about this organization and how they help refugees.,Once every six months,Yes,Most of the time,Conservative,Graduate or professional degree,A few times a year,Blue,Female,,"$40,000 – $49,999",55 – 64,8785606,.,human rights for refugees,government donors
2018-03-22 20:21:44,2018-03-22 20:25:18,IP Address,71.90.97.69,100,214,True,2018-03-22 20:25:19,R_6PfXcYojCihONup,,,,,42.667404174805,-88.945503234863,anonymous,EN,Yes,"Green,Yellow",Favorable,Neutral,Neutral,Neither likely nor unlikely,0,100,I would choose to give my money to other non-profit agencies.,Once every three months,Yes,Some of the time,Conservative,4 year degree,Once a week,Blue,Female,,"$60,000 – $69,999",25 – 34,2115352,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,"individual, private donors"
2018-03-22 20:21:23,2018-03-22 20:25:42,IP Address,98.166.169.94,100,258,True,2018-03-22 20:25:43,R_0SWtTfxtzx2Q0rT,,,,,37.050506591797,-76.35230255127,anonymous,EN,Yes,"Green,Yellow",Very favorable,Very favorable,Very favorable,Neither likely nor unlikely,0,100,"i don't usually donate and don't know anything about the organization ",Never,No,Hardly at all,Conservative,4 year degree,Once or twice a month,Blue,Female,,"$60,000 – $69,999",55 – 64,4043959,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,government donors
2018-03-22 20:24:39,2018-03-22 20:25:44,IP Address,68.43.85.78,100,65,True,2018-03-22 20:25:45,R_pKGR8vMS4ujW1Ed,,,,,42.54280090332,-83.379501342773,anonymous,EN,Yes,"Green,Yellow",Neutral,Neutral,Neutral,Somewhat unlikely,0,100,I don’t donate,Never,Yes,Some of the time,Liberal,Doctorate,Seldom,Blue,Male,,"$80,000 – $89,999",25 – 34,96195,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,"individual, private donors"
2018-03-22 20:23:31,2018-03-22 20:26:29,IP Address,98.231.60.54,100,177,True,2018-03-22 20:26:29,R_2PaOElEH8InHhKd,,,,,30.600494384766,-81.528297424316,anonymous,EN,Yes,"Green,Yellow",Favorable,Favorable,Favorable,Somewhat likely,50,50,I would feel that I could at least help with half of what I have available and make a difference.,Once every three months,Yes,Some of the time,Independent,2 year degree,Once or twice a month,Blue,Male,,"$60,000 – $69,999",45 – 54,5277922,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,humanitarian assistance for refugees,government donors
2018-03-22 20:21:07,2018-03-22 20:27:22,IP Address,172.58.152.17,100,374,True,2018-03-22 20:27:23,R_2uOGnCrA2584Xwl,,,,,37.553802490234,-77.460296630859,anonymous,EN,Yes,"Green,Yellow",Favorable,Very favorable,Favorable,Extremely likely,50,50,I would keep $50 for my own unexpected expenses and donate $50 to help those in need.,Once every six months,No,Most of the time,Liberal,4 year degree,Don't know,Blue,Male,,"$20,000 – $29,999",55 – 64,7993083,&nbsp;and works in countries that have recently passed laws that harshly restrict nonprofit organizations.,human rights for refugees,government donors
2018-03-22 20:26:18,2018-03-22 20:28:07,IP Address,172.58.173.23,100,108,True,2018-03-22 20:28:07,R_3MLlZ1MM2hq97Qh,,,,,28.05110168457,-82.450698852539,anonymous,EN,Yes,"Green,Yellow",Very favorable,Favorable,Unfavorable,Extremely unlikely,100,0,Because they deserve it,Once a month,Yes,Most of the time,Strong liberal,High school graduate,More than once a week,Blue,Female,,"$20,000 – $29,999",25 – 34,3473287,.,humanitarian assistance for refugees,"individual, private donors"
